reason, 2014
Restructuring, 203079
Closing, 129266
Cost-Cutting, 56762
Demand_Downturn, 15691
Sequestration, 15581
Merger/Acquisition, 14833
Economic_Conditions, 8566
Bankruptcy, 8293
Voluntary_Severance, 7367
Loss_of_Contract, 6246
Natural_Disaster, 4068
Relocation, 3519
Outsourcing, 3006
Cyber_Attack, 2500
Legal_Trouble, 1703
Health_Reform, 1433
Competition, 506
Fired, 380
Labor_Dispute, 290
Technological_Update, 79
Foreclosure, 3
