reason, 2015
Restructuring, 191174
Oil_Prices, 104514
Cost-Cutting, 101731
Closing, 94908
Demand_Downturn, 27134
Merger/Acquisition, 26754
Bankruptcy, 16653
Loss_of_Contract, 12173
Outsourcing, 4772
Economic_Conditions, 4335
Relocation, 3106
Financial_Losses, 2428
Legal_Trouble, 2010
Government_Regulation, 1999
Competition, 1991
Listeria, 1490
Voluntary_Severance, 490
Bird_Flu, 382
Copper_Prices, 211
Technological_Update, 150
Salmonella, 65
Fire, 24
Flood, 16
